#Kestrel 4000 weather meter data gathered in Vonore, TN, USA, on 21 Aug 2017
#Data collected by Massey Bartolini
DT,WS,TP,WC,RH,HI,DP,WB,BP,AL,DA
s,mph,∞F,∞F,%,∞F,∞F,∞F,mb,ft,ft
556639555,0.0,87.1,87.1,54.0,92.5,68.5,73.8,990.6,748,2858
556639560,0.0,86.9,86.9,54.5,92.3,68.6,73.8,990.6,752,2853
556639565,0.0,86.9,86.9,54.7,92.5,68.7,73.9,990.6,748,2848
556639570,0.0,86.8,86.9,54.9,92.5,68.7,73.9,990.6,752,2848
556639575,0.0,86.9,86.9,54.9,92.5,68.8,73.9,990.6,748,2848
556639580,0.0,87.1,87.1,54.9,92.8,68.9,73.9,990.6,752,2864
556639585,0.0,86.9,86.9,54.9,92.5,68.7,73.9,990.6,752,2853
556639590,0.0,86.9,86.9,54.9,92.5,68.7,73.9,990.6,748,2848
556639595,0.0,86.9,86.9,55.0,92.7,68.8,73.9,990.6,748,2851
556639600,0.0,86.9,86.9,55.2,92.7,68.9,73.9,990.6,748,2846
556639605,0.0,86.6,86.5,55.3,92.1,68.7,73.8,990.7,748,2825
556639610,0.0,86.6,86.5,55.4,92.1,68.7,73.8,990.6,752,2828
556639615,0.0,86.7,86.7,55.4,92.3,68.8,73.8,990.6,752,2833
556639620,0.0,86.7,86.7,55.4,92.3,68.8,73.9,990.6,752,2836
556639625,0.0,86.7,86.7,55.5,92.5,68.9,73.9,990.5,752,2846
556639630,0.0,86.7,86.7,55.6,92.5,69.0,73.9,990.6,752,2846
556639635,0.0,86.8,86.7,55.6,92.5,69.0,74.1,990.6,748,2843
556639640,0.0,86.7,86.7,55.6,92.5,68.9,73.9,990.6,748,2838
556639645,0.0,86.8,86.7,55.4,92.3,68.9,73.9,990.5,752,2843
556639650,0.0,86.8,86.9,55.4,92.7,68.9,73.9,990.6,752,2848
556639655,0.0,87.0,86.9,55.2,92.7,68.9,73.9,990.6,748,2851
556639660,0.0,86.9,86.9,55.1,92.7,68.9,73.9,990.7,748,2851
556639665,0.0,86.8,86.9,55.1,92.7,68.8,73.9,990.5,752,2848
556639670,0.0,86.8,86.7,55.1,92.3,68.8,73.8,990.6,748,2841
556639675,0.0,86.8,86.7,55.2,92.3,68.8,73.8,990.6,752,2841
556639680,0.0,86.7,86.7,55.2,92.3,68.7,73.8,990.6,752,2841
556639685,0.0,86.7,86.7,55.2,92.3,68.7,73.8,990.6,748,2836
556639690,0.0,86.7,86.7,55.4,92.3,68.8,73.8,990.6,752,2836
556639695,0.0,86.6,86.5,55.5,92.1,68.8,73.8,990.5,752,2833
556639700,0.0,86.8,86.9,55.6,92.8,69.0,74.1,990.6,752,2853
556639705,0.0,86.7,86.7,55.8,92.5,69.1,74.1,990.5,752,2843
556639710,0.0,86.6,86.5,56.0,92.3,69.0,73.9,990.6,748,2830
556639715,0.0,86.5,86.5,56.1,92.3,69.0,73.9,990.6,752,2830
556639720,0.0,86.6,86.7,56.2,92.7,69.2,74.1,990.6,752,2838
556639725,0.0,86.7,86.7,56.3,92.7,69.3,74.1,990.6,752,2841
556639730,0.0,86.6,86.5,56.5,92.5,69.3,74.1,990.5,753,2838
556639735,0.0,86.4,86.4,56.8,92.1,69.3,73.9,990.6,748,2825
556639740,0.0,86.6,86.5,57.0,92.7,69.6,74.3,990.6,752,2841
556639745,0.0,86.6,86.5,57.0,92.7,69.5,74.3,990.6,752,2838
556639750,0.0,86.5,86.5,56.8,92.5,69.4,74.3,990.6,748,2830
556639755,0.0,86.6,86.5,56.7,92.5,69.3,74.1,990.5,753,2841
556639760,0.0,86.4,86.4,56.6,92.1,69.2,73.9,990.6,752,2828
556639765,0.0,86.3,86.4,56.7,92.1,69.2,73.9,990.6,752,2820
556639770,0.0,86.4,86.4,56.8,92.1,69.2,73.9,990.5,752,2825
556639775,0.0,86.4,86.4,56.7,92.1,69.2,73.9,990.5,752,2828
556639780,0.0,86.4,86.4,56.6,92.1,69.2,73.9,990.6,752,2828
556639785,0.0,86.5,86.5,56.7,92.5,69.2,74.1,990.6,752,2830
556639790,0.0,86.5,86.5,56.9,92.7,69.5,74.3,990.6,752,2838
556639795,0.0,86.6,86.5,57.1,92.7,69.6,74.3,990.5,752,2838
556639800,0.0,86.6,86.5,57.2,92.7,69.6,74.3,990.5,753,2841
556639805,0.0,86.6,86.5,57.4,92.8,69.8,74.5,990.6,752,2841
556639810,0.0,86.5,86.5,57.4,92.8,69.6,74.3,990.5,752,2833
556639815,0.0,86.6,86.5,57.5,92.8,69.8,74.5,990.5,753,2851
556639820,0.0,86.5,86.5,57.6,92.8,69.7,74.5,990.5,753,2841
556639825,0.0,86.6,86.5,57.8,93.0,70.0,74.5,990.5,752,2846
556639830,0.0,86.6,86.7,57.7,93.2,69.9,74.7,990.5,753,2853
556639835,0.0,86.5,86.5,57.8,93.0,69.8,74.5,990.6,752,2838
556639840,0.0,86.5,86.5,58.0,93.0,70.0,74.5,990.6,752,2838
556639845,0.0,86.6,86.5,58.3,93.2,70.2,74.7,990.5,752,2843
556639850,0.0,86.5,86.5,58.5,93.2,70.2,74.7,990.5,752,2843
556639855,0.0,86.7,86.7,58.6,93.6,70.5,75.0,990.6,752,2858
556639860,0.0,86.4,86.4,58.7,93.0,70.3,74.7,990.6,752,2841
556639865,0.0,86.4,86.4,59.0,93.0,70.4,74.7,990.5,752,2836
556639870,0.0,86.5,86.5,59.3,93.6,70.6,74.8,990.4,753,2846
556639875,0.0,86.4,86.4,59.4,93.2,70.6,74.8,990.6,752,2841
556639880,0.0,86.1,86.2,59.5,92.8,70.4,74.7,990.6,752,2820
556639885,0.0,86.2,86.2,59.7,92.8,70.5,74.8,990.5,752,2828
556639890,0.0,86.2,86.2,59.8,92.8,70.6,74.8,990.5,752,2825
556639895,0.0,86.0,86.0,59.8,92.5,70.4,74.7,990.5,753,2818
556639900,0.0,86.0,86.0,59.8,92.5,70.4,74.7,990.5,752,2815
556639905,0.0,86.1,86.2,59.8,92.8,70.5,74.8,990.5,752,2825
556639910,0.0,86.1,86.2,59.9,92.8,70.6,74.8,990.5,753,2828
556639915,0.0,86.1,86.2,59.9,92.8,70.5,74.8,990.6,752,2823
556639920,0.0,86.1,86.2,59.7,92.8,70.4,74.8,990.6,752,2823
556639925,0.0,86.2,86.2,59.7,92.8,70.5,74.8,990.6,752,2828
556639930,0.0,86.3,86.4,59.8,93.2,70.7,75.0,990.6,748,2830
556639935,0.0,86.3,86.4,60.0,93.4,70.8,75.0,990.5,753,2838
556639940,0.0,86.2,86.2,60.3,93.0,70.9,75.0,990.6,752,2833
556639945,0.0,86.2,86.2,60.6,93.2,71.0,75.2,990.6,748,2833
556639950,0.0,86.1,86.2,60.9,93.4,71.1,75.2,990.5,753,2833
556639955,0.0,85.9,86.0,61.3,93.0,71.0,75.2,990.5,752,2815
556639960,0.0,85.8,85.8,61.6,92.8,71.1,75.0,990.6,752,2813
556639965,0.0,85.8,85.8,61.7,92.8,71.1,75.0,990.6,752,2810
556639970,0.0,85.8,85.8,62.0,93.0,71.3,75.2,990.6,752,2810
556639975,0.0,85.7,85.6,62.3,92.8,71.3,75.0,990.5,753,2808
556639980,0.0,85.7,85.8,62.4,93.2,71.4,75.4,990.7,748,2805
556639985,0.0,85.7,85.6,62.6,92.8,71.4,75.4,990.5,752,2808
556639990,0.0,85.7,85.6,62.7,92.8,71.5,75.4,990.6,752,2808
556639995,0.0,85.6,85.6,63.0,93.0,71.6,75.4,990.5,752,2803
556640000,0.0,85.6,85.6,63.2,93.0,71.7,75.4,990.5,752,2805
556640005,0.0,85.6,85.6,63.2,93.0,71.6,75.4,990.6,752,2800
556640010,0.0,85.5,85.5,63.2,92.7,71.6,75.4,990.5,753,2800
556640015,0.0,85.5,85.5,63.2,92.7,71.6,75.4,990.6,748,2792
556640020,0.0,85.5,85.5,63.2,92.7,71.6,75.4,990.5,752,2795
556640025,0.0,85.5,85.5,63.1,92.7,71.5,75.2,990.6,752,2792
556640030,0.0,85.4,85.5,63.1,92.7,71.4,75.2,990.5,752,2790
556640035,0.0,85.3,85.3,63.2,92.3,71.4,75.2,990.4,753,2785
556640040,0.0,85.4,85.5,63.2,92.7,71.4,75.2,990.6,752,2787
556640045,0.0,85.2,85.1,63.4,92.1,71.3,75.0,990.5,753,2772
556640050,0.0,85.2,85.3,63.5,92.5,71.4,75.2,990.5,752,2775
556640055,0.0,85.2,85.3,63.6,92.5,71.5,75.2,990.5,752,2780
556640060,0.0,85.3,85.3,63.8,92.7,71.6,75.2,990.6,752,2785
556640065,0.0,85.2,85.3,63.9,92.7,71.6,75.2,990.6,752,2782
556640070,0.0,85.3,85.3,64.1,92.7,71.8,75.4,990.6,752,2785
556640075,0.0,85.2,85.3,64.3,92.8,71.8,75.4,990.5,752,2782
556640080,0.0,85.2,85.3,64.6,92.8,72.0,75.6,990.6,752,2787
556640085,0.0,85.2,85.3,65.0,93.0,72.1,75.6,990.5,752,2787
556640090,0.0,85.0,85.1,65.4,92.8,72.1,75.6,990.5,752,2772
556640095,0.0,85.1,85.1,65.8,93.0,72.3,75.7,990.6,752,2780
556640100,0.0,85.0,85.1,65.9,93.0,72.3,75.7,990.5,753,2782
556640105,0.0,85.2,85.3,65.8,93.4,72.5,75.9,990.6,752,2790
556640110,0.0,85.2,85.1,66.1,93.0,72.6,75.9,990.6,752,2787
556640115,0.0,85.2,85.1,66.4,93.2,72.7,75.9,990.4,757,2795
556640120,0.0,85.1,85.1,66.4,93.2,72.7,75.9,990.5,753,2787
556640125,0.0,85.1,85.1,66.4,93.2,72.7,75.9,990.5,753,2787
556640130,0.0,84.9,84.9,66.5,92.8,72.5,75.7,990.6,752,2770
556640135,0.0,85.0,84.9,66.4,92.8,72.5,75.7,990.6,752,2770
556640140,0.0,84.9,84.9,66.5,92.8,72.5,75.7,990.5,753,2772
556640145,0.0,84.9,84.9,66.6,92.8,72.5,75.7,990.5,753,2777
556640150,0.0,84.9,84.9,66.7,92.8,72.6,75.9,990.5,752,2772
556640155,0.0,84.9,84.9,66.7,92.8,72.6,75.7,990.5,752,2772
556640160,0.0,84.9,84.9,66.9,93.0,72.6,75.9,990.5,753,2775
556640165,0.0,84.8,84.7,66.7,92.3,72.5,75.7,990.5,753,2770
556640170,0.0,84.8,84.7,66.7,92.3,72.5,75.7,990.6,752,2762
556640175,0.0,84.8,84.7,66.7,92.3,72.5,75.7,990.5,752,2762
556640180,0.0,84.7,84.7,66.9,92.5,72.5,75.7,990.5,752,2759
556640185,0.0,84.7,84.7,67.0,92.5,72.5,75.7,990.5,752,2759
556640190,0.0,84.6,84.6,67.0,92.1,72.4,75.7,990.5,753,2752
556640195,0.0,84.7,84.7,66.9,92.5,72.5,75.7,990.5,752,2762
556640200,0.0,84.7,84.7,67.0,92.5,72.5,75.7,990.5,752,2757
556640205,0.0,84.7,84.7,67.0,92.5,72.5,75.7,990.5,752,2757
556640210,0.0,84.7,84.7,67.1,92.5,72.5,75.7,990.4,753,2759
556640215,0.0,84.7,84.7,67.4,92.7,72.6,75.9,990.5,753,2759
556640220,0.0,84.5,84.6,67.5,92.5,72.6,75.7,990.5,752,2747
556640225,0.0,84.6,84.6,67.5,92.5,72.6,75.7,990.5,753,2752
556640230,0.0,84.7,84.7,67.6,92.8,72.8,75.9,990.5,753,2764
556640235,0.0,84.7,84.7,67.6,92.8,72.8,75.9,990.5,753,2767
556640240,0.0,84.6,84.6,67.5,92.5,72.7,75.7,990.5,753,2759
556640245,0.0,84.5,84.6,67.6,92.5,72.6,75.7,990.5,753,2752
556640250,0.0,84.6,84.6,67.6,92.5,72.7,75.7,990.5,753,2757
556640255,0.0,84.4,84.4,67.7,91.9,72.6,75.7,990.5,753,2747
556640260,0.0,84.5,84.6,67.6,92.5,72.6,75.7,990.5,752,2752
556640265,0.0,84.3,84.4,67.5,91.9,72.4,75.6,990.5,752,2737
556640270,0.0,84.3,84.2,67.7,91.6,72.4,75.6,990.6,752,2731
556640275,0.0,84.3,84.4,68.0,92.1,72.6,75.7,990.5,752,2737
556640280,0.0,84.2,84.2,67.9,91.6,72.5,75.6,990.5,753,2734
556640285,0.0,84.2,84.2,67.7,91.6,72.4,75.6,990.5,753,2731
556640290,0.0,84.2,84.2,67.7,91.6,72.4,75.6,990.5,752,2726
556640295,0.0,84.3,84.2,67.4,91.4,72.3,75.6,990.5,752,2726
556640300,0.0,84.2,84.2,67.1,91.4,72.1,75.4,990.4,753,2724
556640305,0.0,84.1,84.2,67.0,91.4,72.0,75.4,990.4,753,2721
556640310,0.0,84.1,84.2,66.8,91.2,71.9,75.4,990.5,753,2721
556640315,0.0,84.2,84.2,66.8,91.2,72.0,75.4,990.6,752,2724
556640320,0.0,84.2,84.2,66.7,91.2,71.9,75.4,990.5,753,2721
556640325,0.0,84.2,84.2,66.7,91.2,71.9,75.4,990.5,753,2724
556640330,0.0,84.3,84.4,66.6,91.6,72.0,75.4,990.5,753,2731
556640335,0.0,84.3,84.4,66.6,91.6,71.9,75.4,990.5,753,2731
556640340,0.0,84.2,84.2,66.6,91.2,71.9,75.4,990.5,753,2726
556640345,0.0,84.4,84.4,66.5,91.6,72.0,75.4,990.5,752,2729
556640350,0.0,84.3,84.4,66.4,91.6,71.9,75.4,990.5,753,2729
556640355,0.0,84.3,84.4,66.3,91.6,71.8,75.2,990.5,753,2729
556640360,0.0,84.4,84.4,66.1,91.4,71.8,75.2,990.5,752,2731
556640365,0.0,84.5,84.6,66.0,91.8,71.9,75.4,990.5,753,2742
556640370,0.0,84.3,84.4,66.0,91.4,71.8,75.2,990.6,752,2726
556640375,0.0,84.4,84.4,66.2,91.6,71.9,75.4,990.4,757,2737
556640380,0.0,84.4,84.4,66.3,91.6,71.9,75.4,990.5,752,2729
556640385,0.0,84.3,84.2,66.4,91.2,71.9,75.4,990.5,753,2724
556640390,0.0,84.1,84.2,66.4,91.2,71.7,75.0,990.5,753,2714
556640395,0.0,84.1,84.0,66.4,90.7,71.7,74.8,990.5,753,2709
556640400,0.0,84.1,84.0,66.7,90.7,71.8,75.0,990.6,752,2711
556640405,0.0,84.2,84.2,66.7,91.2,71.9,75.4,990.4,757,2729
556640410,0.0,84.1,84.0,66.6,90.7,71.8,75.0,990.5,753,2716
556640415,0.0,84.0,84.0,66.5,90.7,71.7,75.0,990.5,753,2714
556640420,0.0,84.0,84.0,66.6,90.7,71.7,75.0,990.5,752,2709
556640425,0.0,84.1,84.0,66.6,90.7,71.8,75.0,990.5,753,2716
556640430,0.0,84.2,84.2,66.5,91.2,71.8,75.0,990.5,753,2724
556640435,0.0,84.2,84.2,66.7,91.2,71.9,75.4,990.6,752,2721
556640440,0.0,84.2,84.2,66.8,91.2,72.0,75.4,990.4,757,2729
556640445,0.0,84.2,84.2,66.8,91.2,72.0,75.4,990.4,757,2731
556640450,0.0,84.1,84.2,66.8,91.2,71.9,75.4,990.4,753,2721
556640455,0.0,84.1,84.2,67.0,91.4,72.0,75.4,990.5,753,2721
556640460,0.0,84.2,84.2,66.8,91.2,71.9,75.4,990.4,757,2726
556640465,0.0,84.0,84.0,66.9,90.9,71.8,75.0,990.5,753,2711
556640470,0.0,84.2,84.2,66.8,91.2,71.9,75.4,990.4,757,2726
556640475,0.0,84.1,84.0,66.9,90.9,71.9,75.2,990.4,753,2716
556640480,0.0,83.9,83.8,67.3,90.5,71.8,75.0,990.5,753,2701
556640485,0.0,84.1,84.2,67.1,91.4,72.0,75.4,990.4,753,2721
556640490,0.0,84.2,84.2,67.1,91.4,72.1,75.4,990.5,753,2721
556640495,0.0,83.9,83.8,67.3,90.5,71.9,75.2,990.4,753,2701
556640500,0.0,84.2,84.2,67.2,91.4,72.1,75.4,990.4,757,2726
556640505,0.0,83.9,83.8,67.3,90.5,71.9,75.2,990.4,757,2706
556640510,0.0,84.0,84.0,67.5,91.2,72.1,75.4,990.5,753,2711
556640515,0.0,84.0,84.0,67.5,91.2,72.1,75.4,990.5,753,2711
556640520,0.0,83.9,84.0,67.5,91.2,72.0,75.2,990.5,753,2711
556640525,0.0,84.0,84.0,67.4,91.0,72.0,75.2,990.5,753,2711
556640530,0.0,83.9,83.8,67.6,90.7,72.0,75.2,990.5,753,2706
556640535,0.0,83.9,83.8,67.6,90.7,72.0,75.2,990.4,753,2709
556640540,0.0,83.9,84.0,67.7,91.2,72.1,75.4,990.4,753,2711
556640545,0.0,84.0,84.0,67.6,91.2,72.1,75.4,990.4,753,2714
556640550,0.0,84.0,84.0,67.7,91.2,72.2,75.4,990.4,757,2719
556640555,0.0,84.0,84.0,67.6,91.2,72.1,75.4,990.5,753,2714
556640560,0.0,84.0,84.0,67.6,91.2,72.2,75.4,990.4,753,2719
556640565,0.0,84.0,84.0,67.8,91.2,72.2,75.4,990.4,757,2719
556640570,0.0,83.8,83.8,67.8,90.7,72.0,75.2,990.4,753,2704
556640575,0.0,84.0,84.0,67.7,91.2,72.2,75.4,990.5,753,2714
556640580,0.0,83.9,84.0,67.6,91.2,72.1,75.4,990.4,753,2711
556640585,0.0,83.9,83.8,67.5,90.7,72.0,75.2,990.5,753,2709
556640590,0.0,83.9,84.0,67.7,91.2,72.1,75.4,990.4,753,2711
556640595,0.0,83.8,83.8,67.7,90.7,72.0,75.2,990.4,753,2701
556640600,0.0,83.9,83.8,67.7,90.7,72.1,75.2,990.5,753,2704
556640605,0.0,83.8,83.8,67.9,90.9,72.1,75.2,990.4,753,2701
556640610,0.0,83.8,83.8,68.0,90.9,72.1,75.2,990.5,752,2696
556640615,0.0,83.8,83.8,68.1,90.9,72.1,75.2,990.4,753,2701
556640620,0.0,83.8,83.8,68.1,90.9,72.1,75.2,990.4,753,2701
556640625,0.0,83.8,83.8,68.1,90.9,72.2,75.2,990.5,753,2701
556640630,0.0,83.7,83.7,68.2,90.5,72.1,75.2,990.4,757,2698
556640635,0.0,83.9,83.8,68.0,90.9,72.2,75.2,990.4,757,2709
556640640,0.0,83.8,83.8,68.1,90.9,72.1,75.2,990.4,757,2704
556640645,0.0,83.7,83.7,68.3,90.5,72.1,75.2,990.5,753,2691
556640650,0.0,83.6,83.7,68.3,90.5,72.0,75.2,990.5,753,2686
556640655,0.0,83.6,83.7,68.2,90.5,72.0,75.2,990.5,753,2688
556640660,0.0,83.6,83.7,68.1,90.3,72.0,75.2,990.4,753,2688
556640665,0.0,83.5,83.5,68.2,90.1,71.9,75.0,990.4,753,2678
556640670,0.0,83.5,83.5,68.1,90.0,71.9,75.0,990.4,753,2678
556640675,0.0,83.5,83.5,68.0,90.0,71.8,75.0,990.5,753,2678
556640680,0.0,83.5,83.5,68.0,90.0,71.8,75.0,990.5,753,2678
556640685,0.0,83.5,83.5,68.1,90.0,71.9,75.0,990.4,753,2681
556640690,0.0,83.5,83.5,68.1,90.0,71.9,75.0,990.5,753,2681
556640695,0.0,83.5,83.5,68.1,90.0,71.9,75.0,990.5,753,2681
556640700,0.0,83.5,83.5,68.1,90.0,71.9,75.0,990.5,753,2681
556640705,0.0,83.4,83.5,68.2,90.1,71.8,75.0,990.4,757,2678
556640710,0.0,83.4,83.3,68.1,89.6,71.7,74.8,990.5,753,2668
556640715,0.0,83.4,83.3,68.0,89.6,71.7,74.8,990.5,753,2668
556640720,0.0,83.3,83.3,67.8,89.4,71.6,74.8,990.4,753,2665
556640725,0.0,83.4,83.5,67.8,90.0,71.6,74.8,990.4,757,2676
556640730,0.0,83.3,83.3,67.6,89.4,71.4,74.7,990.5,753,2663
556640735,0.0,83.2,83.3,67.6,89.4,71.4,74.7,990.4,757,2663
556640740,0.0,83.4,83.3,67.3,89.2,71.4,74.7,990.4,757,2665
556640745,0.0,83.3,83.3,67.4,89.2,71.3,74.5,990.4,757,2660
556640750,0.0,83.3,83.3,67.6,89.4,71.4,74.7,990.5,753,2660
556640755,0.0,83.3,83.3,67.7,89.4,71.5,74.7,990.4,753,2660
556640760,0.0,83.2,83.1,67.8,89.1,71.4,74.7,990.5,753,2655
556640765,0.0,83.2,83.1,67.7,89.1,71.4,74.7,990.4,753,2653
556640770,0.0,83.1,83.1,67.6,89.1,71.3,74.5,990.4,757,2655
556640775,0.0,83.1,83.1,67.5,89.1,71.2,74.5,990.5,753,2645
556640780,0.0,83.1,83.1,67.4,88.9,71.2,74.5,990.4,753,2645
556640785,0.0,83.1,83.1,67.4,88.9,71.2,74.5,990.4,757,2648
556640790,0.0,83.0,83.1,67.2,88.9,71.0,74.5,990.4,753,2640
556640795,0.0,83.1,83.1,67.1,88.9,71.0,74.5,990.5,752,2638
556640800,0.0,83.1,83.1,67.1,88.9,71.1,74.5,990.5,753,2645
556640805,0.0,83.1,83.1,67.1,88.9,71.1,74.5,990.5,752,2643
556640810,0.0,83.1,83.1,67.0,88.9,71.0,74.5,990.5,753,2645
556640815,0.0,83.2,83.3,66.9,89.2,71.1,74.5,990.5,753,2655
556640820,0.0,83.1,83.1,67.0,88.9,71.0,74.5,990.5,753,2645
556640825,0.0,83.2,83.1,67.0,88.9,71.1,74.5,990.5,753,2650
556640830,0.0,83.1,83.1,67.0,88.9,71.0,74.5,990.5,753,2645
556640835,0.0,83.1,83.1,66.9,88.9,71.0,74.5,990.5,753,2648
556640840,0.0,83.1,83.1,66.7,88.7,70.9,74.3,990.4,757,2650
556640845,0.0,83.1,83.1,66.7,88.7,70.9,74.3,990.4,757,2650
556640850,0.0,83.2,83.1,66.6,88.7,70.9,74.3,990.5,753,2648
556640855,0.0,83.3,83.3,66.6,89.1,71.0,74.5,990.4,753,2655
556640860,0.0,83.1,83.1,66.6,88.7,70.8,74.3,990.5,753,2645
556640865,0.0,83.1,83.1,66.5,88.7,70.8,74.3,990.4,757,2650
556640870,0.0,83.1,83.1,66.6,88.7,70.8,74.3,990.5,753,2645
556640875,0.0,83.2,83.3,66.6,89.1,70.9,74.3,990.4,753,2655
556640880,0.0,83.1,83.1,66.4,88.7,70.8,74.3,990.5,753,2643
556640885,0.0,83.2,83.1,66.4,88.7,70.8,74.3,990.4,757,2648
556640890,0.0,83.2,83.1,66.5,88.7,70.9,74.3,990.4,753,2645
556640895,0.0,83.2,83.1,66.5,88.7,70.8,74.3,990.5,753,2645
556640900,0.0,83.0,82.9,66.7,88.3,70.8,74.1,990.4,753,2638
556640905,0.0,83.0,82.9,66.7,88.3,70.8,74.1,990.4,757,2638
556640910,0.0,83.0,82.9,66.9,88.5,70.9,74.1,990.5,753,2638
556640915,0.0,83.0,82.9,67.1,88.5,71.0,74.3,990.5,753,2638
556640920,0.0,82.9,82.9,67.2,88.5,70.9,74.1,990.4,753,2628
556640925,0.0,82.9,82.9,67.3,88.5,70.9,74.1,990.5,753,2628
556640930,0.0,83.0,82.9,67.4,88.5,71.0,74.3,990.5,753,2635
556640935,0.0,83.0,82.9,67.6,88.7,71.1,74.3,990.4,753,2640
556640940,0.0,82.9,82.9,67.7,88.7,71.1,74.3,990.4,753,2635
556640945,0.0,82.7,82.8,68.0,88.3,71.1,74.3,990.4,753,2623
556640950,0.0,82.9,82.9,68.3,88.9,71.4,74.7,990.4,757,2638
556640955,0.0,82.8,82.8,68.5,88.5,71.4,74.5,990.4,753,2633
556640960,0.0,82.7,82.8,68.5,88.5,71.3,74.5,990.4,757,2628
556640965,0.0,82.8,82.8,68.4,88.5,71.3,74.5,990.5,753,2628
556640970,0.0,82.7,82.8,68.5,88.5,71.3,74.5,990.4,757,2625
556640975,0.0,82.7,82.8,69.0,88.7,71.5,74.5,990.4,757,2630
556640980,0.0,82.7,82.6,69.3,88.2,71.6,74.7,990.5,753,2620
556640985,0.0,82.7,82.8,69.6,88.9,71.7,74.8,990.4,753,2630
556640990,0.0,82.6,82.6,69.9,88.3,71.8,74.7,990.4,757,2623
556640995,0.0,82.6,82.6,70.1,88.3,71.8,74.7,990.4,757,2625
556641000,0.0,82.6,82.6,70.0,88.3,71.8,74.7,990.4,753,2623
556641005,0.0,82.6,82.6,70.0,88.3,71.8,74.7,990.4,753,2623
556641010,0.0,82.6,82.6,70.0,88.3,71.8,74.7,990.4,757,2628
556641015,0.0,82.6,82.6,70.0,88.3,71.9,74.8,990.4,757,2628
556641020,0.0,82.6,82.6,70.2,88.3,71.9,74.8,990.4,757,2625
556641025,0.0,82.6,82.6,70.1,88.3,71.9,74.8,990.5,753,2623
556641030,0.0,82.5,82.6,70.0,88.3,71.7,74.7,990.4,757,2623
556641035,0.0,82.6,82.6,69.8,88.3,71.7,74.7,990.3,757,2623
556641040,0.0,82.5,82.6,69.5,88.2,71.6,74.7,990.4,757,2623
556641045,0.0,82.5,82.6,69.3,88.2,71.4,74.5,990.4,757,2615
556641050,0.0,82.5,82.6,69.1,88.2,71.4,74.5,990.4,757,2615
556641055,0.0,82.7,82.8,69.2,88.7,71.5,74.7,990.4,757,2628
556641060,0.0,82.6,82.6,68.7,88.0,71.3,74.3,990.3,757,2623
556641065,0.0,82.4,82.4,68.5,87.6,71.0,74.1,990.4,757,2608
556641070,0.0,82.5,82.6,68.4,88.0,71.1,74.3,990.4,757,2613
556641075,0.0,82.6,82.6,68.4,88.0,71.1,74.3,990.5,753,2613
556641080,0.0,82.6,82.6,68.4,88.0,71.2,74.3,990.4,753,2615
556641085,0.0,82.6,82.6,68.3,88.0,71.1,74.3,990.4,753,2610
556641090,0.0,82.5,82.6,68.1,87.8,70.9,74.1,990.4,757,2610
556641095,0.0,82.6,82.6,68.0,87.8,70.9,74.1,990.3,760,2618
556641100,0.0,82.5,82.4,67.9,87.4,70.8,73.9,990.4,757,2605
556641105,0.0,82.5,82.6,67.7,87.8,70.8,74.1,990.3,757,2610
556641110,0.0,82.6,82.6,67.7,87.8,70.8,74.1,990.4,757,2615
556641115,0.0,82.6,82.6,67.8,87.8,70.8,74.1,990.4,757,2613
556641120,0.0,82.5,82.6,68.0,87.8,70.9,74.1,990.2,760,2615
556641125,0.0,82.6,82.6,68.2,88.0,71.0,74.3,990.4,757,2613
556641130,0.0,82.6,82.6,68.3,88.0,71.1,74.3,990.4,757,2615
556641135,0.0,82.5,82.6,68.4,88.0,71.1,74.3,990.3,757,2610
556641140,0.0,82.5,82.6,68.5,88.0,71.1,74.3,990.4,757,2610
556641145,0.0,82.6,82.6,68.6,88.0,71.2,74.3,990.4,757,2618
556641150,0.0,82.5,82.6,68.6,88.0,71.2,74.3,990.3,760,2620
556641155,0.0,82.5,82.6,68.7,88.0,71.2,74.3,990.4,753,2613
556641160,0.0,82.4,82.4,68.8,87.6,71.1,74.1,990.4,757,2608
556641165,0.0,82.6,82.6,68.9,88.2,71.4,74.5,990.4,757,2623
556641170,0.0,82.5,82.4,68.9,87.8,71.3,74.3,990.4,757,2613
556641175,0.0,82.5,82.6,69.1,88.2,71.3,74.3,990.4,757,2615
556641180,0.0,82.5,82.6,69.1,88.2,71.3,74.5,990.3,760,2618
556641185,0.0,82.6,82.6,69.0,88.2,71.4,74.5,990.3,760,2623
556641190,0.0,82.4,82.4,69.0,87.8,71.2,74.3,990.4,757,2605
556641195,0.0,82.6,82.6,69.0,88.2,71.4,74.5,990.3,757,2620
556641200,0.0,82.6,82.6,69.1,88.2,71.5,74.5,990.3,760,2625
556641205,0.0,82.4,82.4,68.9,87.8,71.2,74.3,990.3,760,2608
556641210,0.0,82.6,82.6,68.9,88.2,71.3,74.5,990.3,760,2623
556641215,0.0,82.5,82.4,68.9,87.8,71.2,74.3,990.3,757,2610
556641220,0.0,82.5,82.6,68.9,88.2,71.3,74.3,990.3,757,2618
556641225,0.0,82.4,82.4,68.9,87.8,71.2,74.3,990.3,760,2613
556641230,0.0,82.5,82.4,69.0,87.8,71.3,74.3,990.3,757,2610
556641235,0.0,82.5,82.6,69.1,88.2,71.3,74.5,990.4,757,2615
556641240,0.0,82.4,82.4,69.0,87.8,71.2,74.3,990.3,757,2608
